Entity,Code,Year,Life expectancy
Sweden,SWE,2001,79.9
Sweden,SWE,2002,80
Sweden,SWE,2003,80.3
Sweden,SWE,2004,80.7
Sweden,SWE,2005,80.7
Sweden,SWE,2006,81
Sweden,SWE,2007,81.1
Sweden,SWE,2008,81.3
Sweden,SWE,2009,81.5
Sweden,SWE,2010,81.6
Sweden,SWE,2011,81.9
Sweden,SWE,2012,81.8
Sweden,SWE,2013,82
Sweden,SWE,2014,82.3
Sweden,SWE,2015,82.2
Sweden,SWE,2016,82.4
Sweden,SWE,2017,82.5
Sweden,SWE,2018,82.6
Sweden,SWE,2019,83.2
Sweden,SWE,2020,82.4
Sweden,SWE,2021,83.1
Switzerland,CHE,1960,71.4
Switzerland,CHE,1961,71.8
Switzerland,CHE,1962,71.3
Switzerland,CHE,1963,71.3
Switzerland,CHE,1964,72.2
Switzerland,CHE,1965,72.3
Switzerland,CHE,1966,72.5
Switzerland,CHE,1967,72.8
Switzerland,CHE,1968,72.7
Switzerland,CHE,1969,72.7
Switzerland,CHE,1970,73.2
Switzerland,CHE,1971,73.3
Switzerland,CHE,1972,73.8
Switzerland,CHE,1973,74.1
Switzerland,CHE,1974,74.5
Switzerland,CHE,1975,74.9
Switzerland,CHE,1976,75
Switzerland,CHE,1977,75.5
Switzerland,CHE,1978,75.4
Switzerland,CHE,1979,75.7
Switzerland,CHE,1980,75.7
Switzerland,CHE,1981,75.9
Switzerland,CHE,1982,76.3
Switzerland,CHE,1983,76.2
Switzerland,CHE,1984,76.9
Switzerland,CHE,1985,77
Switzerland,CHE,1986,77.2
Switzerland,CHE,1987,77.5
Switzerland,CHE,1988,77.5
Switzerland,CHE,1989,77.7
Switzerland,CHE,1990,77.5
Switzerland,CHE,1991,77.8
Switzerland,CHE,1992,78.1
Switzerland,CHE,1993,78.4
Switzerland,CHE,1994,78.7
Switzerland,CHE,1995,78.7
Switzerland,CHE,1996,79.2
Switzerland,CHE,1997,79.4
Switzerland,CHE,1998,79.6
Switzerland,CHE,1999,79.9
Switzerland,CHE,2000,80
Switzerland,CHE,2001,80.5
Switzerland,CHE,2002,80.6
Switzerland,CHE,2003,80.7
Switzerland,CHE,2004,81.3
Switzerland,CHE,2005,81.5
Switzerland,CHE,2006,81.8
Switzerland,CHE,2007,82
Switzerland,CHE,2008,82.3
Switzerland,CHE,2009,82.3
Switzerland,CHE,2010,82.7
Switzerland,CHE,2011,82.8
Switzerland,CHE,2012,82.8
Switzerland,CHE,2013,82.9
Switzerland,CHE,2014,83.3
Switzerland,CHE,2015,83
Switzerland,CHE,2016,83.7
Switzerland,CHE,2017,83.7
Switzerland,CHE,2018,83.8
Switzerland,CHE,2019,84
Switzerland,CHE,2020,83.1
Switzerland,CHE,2021,83.9
Turkey,TUR,1960,48.3
Turkey,TUR,1961,49
Turkey,TUR,1962,49.7
Turkey,TUR,1963,50.3
Turkey,TUR,1964,51
Turkey,TUR,1965,51.6
Turkey,TUR,1966,52.2
Turkey,TUR,1967,52.9
Turkey,TUR,1968,53.4
Turkey,TUR,1969,53.8
Turkey,TUR,1970,54.2
Turkey,TUR,1971,54.6
Turkey,TUR,1972,55
Turkey,TUR,1973,55.4
Turkey,TUR,1974,55.7
Turkey,TUR,1975,56.1
Turkey,TUR,1976,56.5
Turkey,TUR,1977,56.9
Turkey,TUR,1978,57.3
Turkey,TUR,1979,57.7
Turkey,TUR,1980,58.1
Turkey,TUR,1981,58.5
Turkey,TUR,1982,58.9
Turkey,TUR,1983,59.7
Turkey,TUR,1984,60.9
Turkey,TUR,1985,62.1
Turkey,TUR,1986,63.2
Turkey,TUR,1987,64.4
Turkey,TUR,1988,65.2
Turkey,TUR,1989,65.7
Turkey,TUR,1990,67.5
Turkey,TUR,1991,67.8
Turkey,TUR,1992,68.2
Turkey,TUR,1993,68.5
Turkey,TUR,1994,68.9
Turkey,TUR,1995,69.3
Turkey,TUR,1996,69.7
Turkey,TUR,1997,70.1
Turkey,TUR,1998,70.3
Turkey,TUR,1999,70.7
Turkey,TUR,2000,71.1
Turkey,TUR,2001,71.5
Turkey,TUR,2002,71.9
Turkey,TUR,2003,72.3
Turkey,TUR,2004,72.7
Turkey,TUR,2005,73.1
Turkey,TUR,2006,73.4
Turkey,TUR,2007,73.7
Turkey,TUR,2008,73.9
Turkey,TUR,2009,74.1
Turkey,TUR,2010,74.3
Turkey,TUR,2011,74.6
Turkey,TUR,2012,74.6
Turkey,TUR,2013,78
Turkey,TUR,2014,78
Turkey,TUR,2015,78
Turkey,TUR,2016,78
Turkey,TUR,2017,78.1
Turkey,TUR,2018,78.3
Turkey,TUR,2019,78.6
United Kingdom,GBR,1960,70.8
United Kingdom,GBR,1961,70.7
United Kingdom,GBR,1970,71.9
United Kingdom,GBR,1971,71.9
United Kingdom,GBR,1980,73.2
United Kingdom,GBR,1981,73.8
United Kingdom,GBR,1982,74.1
United Kingdom,GBR,1983,74.3
United Kingdom,GBR,1984,74.5
United Kingdom,GBR,1985,74.7
United Kingdom,GBR,1986,74.8
United Kingdom,GBR,1987,75.2
United Kingdom,GBR,1988,75.3
United Kingdom,GBR,1989,75.4
United Kingdom,GBR,1990,75.7
United Kingdom,GBR,1991,75.9
United Kingdom,GBR,1992,76.3
United Kingdom,GBR,1993,76.2
United Kingdom,GBR,1994,76.8
United Kingdom,GBR,1995,76.7
United Kingdom,GBR,1996,76.9
United Kingdom,GBR,1997,77.2
United Kingdom,GBR,1998,77.3
United Kingdom,GBR,1999,77.5
United Kingdom,GBR,2000,77.9
United Kingdom,GBR,2001,78.2
United Kingdom,GBR,2002,78.3
United Kingdom,GBR,2003,78.4
United Kingdom,GBR,2004,79
United Kingdom,GBR,2005,79.2
United Kingdom,GBR,2006,79.5
United Kingdom,GBR,2007,79.7
United Kingdom,GBR,2008,79.8
United Kingdom,GBR,2009,80.4
United Kingdom,GBR,2010,80.6
United Kingdom,GBR,2011,81
United Kingdom,GBR,2012,81
United Kingdom,GBR,2013,81.1
United Kingdom,GBR,2014,81.4
United Kingdom,GBR,2015,81
United Kingdom,GBR,2016,81.2
United Kingdom,GBR,2017,81.3
United Kingdom,GBR,2018,81.3
United Kingdom,GBR,2019,81.3
United Kingdom,GBR,2020,81
United States,USA,1960,69.7
United States,USA,1961,70.2
United States,USA,1962,70.1
United States,USA,1963,69.9
United States,USA,1964,70.2
United States,USA,1965,70.2
United States,USA,1966,70.2
United States,USA,1967,70.5
United States,USA,1968,70.2
United States,USA,1969,70.5
United States,USA,1970,70.8
United States,USA,1971,71.1
United States,USA,1972,71.2
United States,USA,1973,71.4
United States,USA,1974,72
United States,USA,1975,72.6
United States,USA,1976,72.9
United States,USA,1977,73.3
United States,USA,1978,73.5
United States,USA,1979,73.9
United States,USA,1980,73.7
United States,USA,1981,74.1
United States,USA,1982,74.5
United States,USA,1983,74.6
United States,USA,1984,74.7
United States,USA,1985,74.7
United States,USA,1986,74.7
United States,USA,1987,74.9
United States,USA,1988,74.9
United States,USA,1989,75.1
United States,USA,1990,75.4
United States,USA,1991,75.5
United States,USA,1992,75.8
United States,USA,1993,75.5
United States,USA,1994,75.7
United States,USA,1995,75.8
United States,USA,1996,76.1
United States,USA,1997,76.5
United States,USA,1998,76.7
United States,USA,1999,76.7
United States,USA,2000,76.8
United States,USA,2001,77
United States,USA,2002,77
United States,USA,2003,77.2
United States,USA,2004,77.6
United States,USA,2005,77.6
United States,USA,2006,77.8
United States,USA,2007,78.1
United States,USA,2008,78.2
United States,USA,2009,78.5
United States,USA,2010,78.7
United States,USA,2011,78.7
United States,USA,2012,78.8
United States,USA,2013,78.8
United States,USA,2014,78.9
United States,USA,2015,78.7
United States,USA,2016,78.7
United States,USA,2017,78.6
United States,USA,2018,78.7
United States,USA,2019,78.8
United States,USA,2020,77
United States,USA,2021,76.4
